,comment,like,time,title_list
699,고척돔 가는 지하철 안에서페이커 마지막 대사듣고 울뻔했다조용히 고개를 떨궜다ㅜ,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
700,진짜 ㅈㄴ 멋있다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
701,"Did anyone noticed ?Once you play ""Faker appears"" GOD !",3,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
702,4:54 and that’s why he’s the GOAT. THE GOATTT.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
703,Best thing I ever woke up at 4am to see honestly ,0,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
704,perfect finals,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
705,하 용준좌 담담한 목소리도 좋으시네. 그저 캐스터 goat,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
706,LETS GO T1LETS GO FAKERLETS GO WRITE ANOTHER LEGEND,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
707,냉정하게 말해서 페이커는 트로피 이제 필요없지..근데 페이커의 동료들은 트로피가 너무 필요해 ㅠ,4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
708,T1vs WBG 2:0 예상합니다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
709,I got chills watching this,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
710,화이팅 화이팅,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
711,"In Dragon Ball, every time Goku encounters difficulty, he will collect everyone's strength to destroy the boss. Come on T1. You are the main character of today.Let's Go T1",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
712,They did it ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
713,"faker literally calling on the power of friendship power up huh, loading up all of those flashbacks so they can go plus ultra",3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
714,"Super hype teaser-trailer. All it's missing is a Mortdog ""lets gooooo""!",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
715,T1: Faker! They outnumber us three to one!Faker: then it's an even fight,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
716,legit. LPL Gauntlet? what gauntlet.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
717,티저 미쳤다..,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
718,THIS IS INCREDIBLE,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
719,GUMAYUSI YOU DID IT BROOO,2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
720,더샤이라는 유관슈퍼스타있어서 구도는 잘뽑긴했네ㅋㅋ,3,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
721,nobody and I mean NOBODY will ever be able to match Faker’s aura,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
722, How long have I waited for this moment? ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
723,lets go T1 WIN,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
724,아니 이건 눈물 나잖아...ㅜ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
725,T1 가즈악,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
726,"""The fourth trophy.. is for my teammates"".  Wh..Why is it raining??",9,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
727,Teasers this year are lit!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
728,End Game vibe! ,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
729,T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
730,The piano playing Gods in the background is just amazing,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
731,T1 제발 해줘 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
732,I'll miss this roaster.. For real :(,3,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
733,what if you dont have to miss them? :),1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
734, @hachiko2692  what do you mean now .!?!?!,0,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
735,they all signed again,1,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
736,이번 티저 ㄹㅈㄷ네.. 별다른 자극없이 여운 오진다,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
737,더샤이 샤오후 크리스피는 국제전 결승승률 100프로..웨어강,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
738,Let's go,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
739,Masterpiece.,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
740,2:0 GOOO T1 !!!!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
741,"I need this version of gods, please",4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
742,This year the teaser team has been goated,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
743,Brought tears to my eyes,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
744,No es la LCK contra la LPL.... Es T1 vs toda la LPL...,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
745,Không phải ngẫu nhiên mà từ teaser đầu Riot đã cho Faker ngồi ngai vàng của vua ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
746,O veiote vai dar a vida pra ganhar sapora,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
747,T1 is back,4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
748,They never leave,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
749,"Imagine if Faker said, ""The fourth one... is for S. Korea."" Yikes!",0,1 day ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
750,"""Trofi ke-3 untuk diri saya sendiri,trofi ke-4 untuk rakan sepasukan saya""Memang deep tul ayat ni",2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
751,T1 WIN ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
752,OMFG this tease video is top tier,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
753,T1 LETS GOO,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
754,4:54 ,6,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
755,왜 눈물이 나냐ㅠㅠㅠㅠ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
756,04:41 faker의 진정성,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
757,T1 LETS GOO,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
758,겨울이 왔습니다 월드 챔피원 결승에서 트로피를 들 때입니다 이 표현은 좋았는데 ㅠㅠ,1,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
759,FAKER DID IT! FAKER GAVE THE TROPHY FOR HIS TEAMMATES  T1 ARE THE 2023 WORLD'S CHAMPIONS!!!!!,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
760,4:50️️️️,5,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
761,"Your win is for all the global fans out there, Faker.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
762,걍미쳣다... 어우티,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
763,T1 the defender of South Korea,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
764,스타벳이거 완전 꿀잼이네 ㅋㅋㅋ 1:1 경기라 그런지 엎치락 뒷치락 야무지다 야무져$(비제이뱄&!,1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
765,"""The fourth trophy... is for my teammates.""",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
766,가장 높은 산 가장 긴 강... ㅠㅠ,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
767,제오페구케 영원히 행복해줘ㅜㅜㅜㅜㅜ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
768,Best teaser no doubt but idk which one better this one or the top 4 Teaser. Both is redemption ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
769,"I came for the hype, but the feels man",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
770,"The T1 vs JDG teaser vid still the best, and legends never die bgm is a banger. This one is kinda mid",2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
771,제발해줘!!! T1 제오페구케 상혁아!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
772,Is there a score for the piano/orchestral version of GODS?,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
773,와 센빠이 개씹멋있다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
774,"Faker playing for his team this time, my heart...",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
775,THE DEMON KING WILL RECLAIM HIS CROWN  !!! ALL HAIL THE KING,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
776,모든사람들이 티원 우승을 확실하게 예측중,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
777,awesome work,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
778,우승~~~~~~~~~~~~~~~!!!!!!!!!,3,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
779,THE CHILLS ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
780,Spring Xiaohu vs Summer Xiaohu? Nah it's time for WINTER XIAOHU! LETS GOOOOOOOOOOO,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
781,T1 화이팅!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
782,"T1, 3:0이지 DRX같은 실수는 두 번 다시는 없음",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
783,"For some reason, i having the King's Avatar feels from this.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
784,"제기랄, 또 대상혁이야. 이 게시글만 보고 자려고 했는데, 대상혁을 보고 말았어. 이제 나는 숭배해야만 해. 숭배를 시작하면 잠이 확 깨 버릴 걸 알면서도, 나는 숭배해야만 해. 그것이 대상혁을 목도한 자의 사명이다. 자, 숭배를 시작하겠어...",5,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
785,WBG加油！LPL会把元气借给你们！,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
786,SKT become legend after 3rd win.Now with 4th.They became a Myth itself,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
787,T1 LET'S GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
788,It's an honor to walk with God(Faker).2013——2023，过去10年，神接收了挑战者或是朝觐者，一波接着一波……感谢十年，与神同行，是种荣幸！,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
789,끝까지 의심해!!! 웨어강!!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
790,4:50 ,3,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
791,Worlds is the best shonen of 2023.,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
792,Wait I just realized G2 was the closed to golden road. They won LEC then msi then LEC then went to worlds finals,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
793,Next year world's video will be hype!!,2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
794,4:52 티원팬들 눈물버튼,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
795,GO FAKER! LEGEND NEVER DIES,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
796,와............미친......와.................................................,3,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
797,Looks like Faker did what he said. He did it for his team.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
798,for any competitive gaming fan i really recommend watching this anime called the king's avatar. its a chinese anime...relax its not that bad...but the setting is this of a gaming competitive scene. its not so in depth but its a really nice feel good type of anime that gets your gaming itch going.,1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
799,T1 ZOFGK FIGHTING！！！！,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
800,bruh im crying to what faker said bout the 4th trophy,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
801,BEST MOMENT 05:04,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
802,Seeing Faker smile always makes me smile,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
803,4:10 makes me laughed,4,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
804,what i would do to see keria cry again,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
805,It’s not even started yet but I already cry,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
806,the drop hits hard,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
807,"Champions= 100%Skins= 100%Teaser= 100%Client= 0,001%",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
808,"""it's not lpl vs lck, it's T1 vs lpl, and they like those odds""",2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
809,faker <3,3,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
810,"En efecto, es completamente cine ",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
811,상혁이형 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ아 너무 멋있어 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
812,He did it !!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
813,"People who made this needs a ""RAISE""",0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
814,티저 보는데 왜 눈물이 나오지ㅜㅜ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
815,4:43,4,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
816,구마유시 형! 할때 웃음터짐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
817,faker: trophy to my teammates keria: NEW JEANS,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
818,我只能說這個前導片有點普通啊！跟比賽內容一樣感覺沒幹嘛就結束了還是四強的好看一點恭喜英雄聯盟唯一真神勇奪四冠,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
819,Best teaser for the final,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
820,go t1! go faker! go v4!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
821,Does someone have the song played at the beginning 0:23 ?,3,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
822,Gods piano version,2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
823,"Geez, so you all get this kinda production value over here then? Incredible.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
824,웨이보는 어떻게 강팀이 되었는가?,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
825,When Faker retires the League scene will not be the same,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
826,티원 우승 가즈아,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
827,I had a dream that it went to game 4.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
828,4:42,5,3 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
829,벌써 눈물난다ㅠㅠㅠ하아....,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
830,I don't want to see Keria crying this year...,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
831,AAAAAAAAA T1 FIGHTINGGG,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
832,"""My first 3-0 was for me, my fourth will be for my team mates"" - Faker (kek)",2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
